month,day,ratio,group,tag
1,1,10.10360307,AprovelCV&T,observed
1,2,16.68967464,AprovelCV&T,observed
1,3,21.41088408,AprovelCV&T,observed
1,4,25.36553958,AprovelCV&T,observed
1,5,29.20474703,AprovelCV&T,observed
1,6,33.2529557,AprovelCV&T,observed
1,7,37.61195679,AprovelCV&T,observed
1,8,42.24833477,AprovelCV&T,observed
1,9,47.06437168,AprovelCV&T,observed
1,10,51.95240416,AprovelCV&T,observed
1,11,56.83263341,AprovelCV&T,observed
1,12,61.67438794,AprovelCV&T,observed
1,13,66.50083929,AprovelCV&T,observed
1,14,71.37717043,AprovelCV&T,observed
1,15,76.38219713,AprovelCV&T,observed
1,16,81.56344218,AprovelCV&T,observed
1,17,86.87566236,AprovelCV&T,observed
1,18,92.10282843,AprovelCV&T,observed
1,19,96.76355776,AprovelCV&T,observed
1,20,100,AprovelCV&T,observed
2,1,9.132045278,AprovelCV&T,observed
2,2,13.82437691,AprovelCV&T,observed
2,3,18.12071141,AprovelCV&T,observed
2,4,22.41193423,AprovelCV&T,observed
2,5,26.87692749,AprovelCV&T,observed
2,6,31.54747064,AprovelCV&T,observed
2,7,36.36421145,AprovelCV&T,observed
2,8,41.22370735,AprovelCV&T,observed
2,9,46.01653723,AprovelCV&T,observed
2,10,50.65648358,AprovelCV&T,observed
2,11,55.10078501,AprovelCV&T,observed
2,12,59.36145918,AprovelCV&T,observed
2,13,63.50769608,AprovelCV&T,observed
2,14,67.65932173,AprovelCV&T,observed
2,15,71.97133223,AprovelCV&T,observed
2,16,76.60949821,AprovelCV&T,observed
2,17,81.71703969,AprovelCV&T,observed
2,18,87.37237126,AprovelCV&T,observed
2,19,93.53791771,AprovelCV&T,observed
2,20,100,AprovelCV&T,observed
3,1,8.656497316,AprovelCV&T,observed
3,2,13.78486985,AprovelCV&T,observed
3,3,18.83629987,AprovelCV&T,observed
3,4,23.8622655,AprovelCV&T,observed
3,5,28.86490835,AprovelCV&T,observed
3,6,33.81904143,AprovelCV&T,observed
3,7,38.69019496,AprovelCV&T,observed
3,8,43.44870002,AprovelCV&T,observed
3,9,48.07981007,AprovelCV&T,observed
3,10,52.58986041,AprovelCV&T,observed
3,11,57.0084654,AprovelCV&T,observed
3,12,61.38675363,AprovelCV&T,observed
3,13,65.79164092,AprovelCV&T,observed
3,14,70.29614124,AprovelCV&T,observed
3,15,74.96571541,AprovelCV&T,observed
3,16,79.84065777,AprovelCV&T,observed
3,17,84.91452063,AprovelCV&T,observed
3,18,90.10857666,AprovelCV&T,observed
3,19,95.24231914,AprovelCV&T,observed
3,20,100,AprovelCV&T,observed
4,1,5.340769876,AprovelCV&T,observed
4,2,12.79268389,AprovelCV&T,observed
4,3,18.61750781,AprovelCV&T,observed
4,4,23.58051325,AprovelCV&T,observed
4,5,28.16540649,AprovelCV&T,observed
4,6,32.64638017,AprovelCV&T,observed
4,7,37.15070342,AprovelCV&T,observed
4,8,41.71185025,AprovelCV&T,observed
4,9,46.31316638,AprovelCV&T,observed
4,10,50.92207447,AprovelCV&T,observed
4,11,55.51481761,AprovelCV&T,observed
4,12,60.0917413,AprovelCV&T,observed
4,13,64.6831137,AprovelCV&T,observed
4,14,69.34548431,AprovelCV&T,observed
4,15,74.14858099,AprovelCV&T,observed
4,16,79.1527454,AprovelCV&T,observed
4,17,84.37690669,AprovelCV&T,observed
4,18,89.7570937,AprovelCV&T,observed
4,19,95.09548545,AprovelCV&T,observed
4,20,100,AprovelCV&T,observed
5,1,9.249496957,AprovelCV&T,observed
5,2,13.33740237,AprovelCV&T,observed
5,3,18.36087068,AprovelCV&T,observed
5,4,23.4119821,AprovelCV&T,observed
5,5,28.04165782,AprovelCV&T,observed
5,6,32.13627793,AprovelCV&T,observed
5,7,35.80864005,AprovelCV&T,observed
5,8,39.30325876,AprovelCV&T,observed
5,9,42.91600564,AprovelCV&T,observed
5,10,46.92809011,AprovelCV&T,observed
5,11,51.55438094,AprovelCV&T,observed
5,12,56.90606853,AprovelCV&T,observed
5,13,62.96766782,AprovelCV&T,observed
5,14,69.58836204,AprovelCV&T,observed
5,15,76.48768703,AprovelCV&T,observed
5,16,83.27555645,AprovelCV&T,observed
5,17,89.48662754,AprovelCV&T,observed
5,18,94.62900769,AprovelCV&T,observed
5,19,98.24730176,AprovelCV&T,observed
5,20,100,AprovelCV&T,observed
6,1,10.54402118,AprovelCV&T,observed
6,2,15.76527791,AprovelCV&T,observed
6,3,20.89547553,AprovelCV&T,observed
6,4,25.90956357,AprovelCV&T,observed
6,5,30.79336144,AprovelCV&T,observed
6,6,35.54449438,AprovelCV&T,observed
6,7,40.17248481,AprovelCV&T,observed
6,8,44.69799887,AprovelCV&T,observed
6,9,49.15124835,AprovelCV&T,observed
6,10,53.56954794,AprovelCV&T,observed
6,11,57.99402773,AprovelCV&T,observed
6,12,62.46550108,AprovelCV&T,observed
6,13,67.01948782,AprovelCV&T,observed
6,14,71.68039266,AprovelCV&T,observed
6,15,76.45483907,AprovelCV&T,observed
6,16,81.32415833,AprovelCV&T,observed
6,17,86.23603396,AprovelCV&T,observed
6,18,91.09530151,AprovelCV&T,observed
6,19,95.75390353,AprovelCV&T,observed
6,20,100,AprovelCV&T,observed
7,1,5.339575004,AprovelCV&T,observed
7,2,13.16692652,AprovelCV&T,observed
7,3,18.87804718,AprovelCV&T,observed
7,4,23.70379283,AprovelCV&T,observed
7,5,28.35889289,AprovelCV&T,observed
7,6,33.17997646,AprovelCV&T,observed
7,7,38.24556272,AprovelCV&T,observed
7,8,43.47801562,AprovelCV&T,observed
7,9,48.72746289,AprovelCV&T,observed
7,10,53.83767936,AprovelCV&T,observed
7,11,58.69393456,AprovelCV&T,observed
7,12,63.25280462,AprovelCV&T,observed
7,13,67.55394852,AprovelCV&T,observed
7,14,71.71384859,AprovelCV&T,observed
7,15,75.90151532,AprovelCV&T,observed
7,16,80.29615652,AprovelCV&T,observed
7,17,85.02681072,AprovelCV&T,observed
7,18,90.0939449,AprovelCV&T,observed
7,19,95.27301655,AprovelCV&T,observed
7,20,100,AprovelCV&T,observed
8,1,8.757861284,AprovelCV&T,observed
8,2,14.77596915,AprovelCV&T,observed
8,3,19.77790958,AprovelCV&T,observed
8,4,24.4408077,AprovelCV&T,observed
8,5,29.12033607,AprovelCV&T,observed
8,6,33.94929518,AprovelCV&T,observed
8,7,38.92123677,AprovelCV&T,observed
8,8,43.95913024,AprovelCV&T,observed
8,9,48.96907183,AprovelCV&T,observed
8,10,53.87903694,AprovelCV&T,observed
8,11,58.66267521,AprovelCV&T,observed
8,12,63.34814865,AprovelCV&T,observed
8,13,68.01201272,AprovelCV&T,observed
8,14,72.75814028,AprovelCV&T,observed
8,15,77.68168854,AprovelCV&T,observed
8,16,82.81810896,AprovelCV&T,observed
8,17,88.07720004,AprovelCV&T,observed
8,18,93.16220313,AprovelCV&T,observed
8,19,97.47394109,AprovelCV&T,observed
8,20,100,AprovelCV&T,observed
9,1,8.241972752,AprovelCV&T,observed
9,2,14.03007259,AprovelCV&T,observed
9,3,19.80082828,AprovelCV&T,observed
9,4,25.84190503,AprovelCV&T,observed
9,5,32.2111925,AprovelCV&T,observed
9,6,38.81952332,AprovelCV&T,observed
9,7,45.4999301,AprovelCV&T,observed
9,8,52.06344088,AprovelCV&T,observed
9,9,58.34141301,AprovelCV&T,observed
9,10,64.21440551,AprovelCV&T,observed
9,11,69.62758987,AprovelCV&T,observed
9,12,74.59269927,AprovelCV&T,observed
9,13,79.1765163,AprovelCV&T,observed
9,14,83.47589907,AprovelCV&T,observed
9,15,87.57934585,AprovelCV&T,observed
9,16,91.51509803,AprovelCV&T,observed
9,17,95.18578171,AprovelCV&T,observed
9,18,98.28958753,AprovelCV&T,observed
9,19,100.2279891,AprovelCV&T,observed
9,20,100,AprovelCV&T,observed
10,1,7.025050528,AprovelCV&T,observed
10,2,8.817659193,AprovelCV&T,observed
10,3,12.54305397,AprovelCV&T,observed
10,4,17.21390837,AprovelCV&T,observed
10,5,22.20771752,AprovelCV&T,observed
10,6,27.1839036,AprovelCV&T,observed
10,7,32.00958188,AprovelCV&T,observed
10,8,36.69398721,AprovelCV&T,observed
10,9,41.33156111,AprovelCV&T,observed
10,10,46.0536993,AprovelCV&T,observed
10,11,50.98915981,AprovelCV&T,observed
10,12,56.2331316,AprovelCV&T,observed
10,13,61.82496372,AprovelCV&T,observed
10,14,67.73455495,AprovelCV&T,observed
10,15,73.85740398,AprovelCV&T,observed
10,16,80.01832017,AprovelCV&T,observed
10,17,85.98379474,AprovelCV&T,observed
10,18,91.48303258,AprovelCV&T,observed
10,19,96.23764449,AprovelCV&T,observed
10,20,100,AprovelCV&T,observed
11,1,8.843909835,AprovelCV&T,observed
11,2,12.29813722,AprovelCV&T,observed
11,3,16.75923103,AprovelCV&T,observed
11,4,21.62407381,AprovelCV&T,observed
11,5,26.54988671,AprovelCV&T,observed
11,6,31.38004648,AprovelCV&T,observed
11,7,36.08063874,AprovelCV&T,observed
11,8,40.68774782,AprovelCV&T,observed
11,9,45.26548291,AprovelCV&T,observed
11,10,49.87474071,AprovelCV&T,observed
11,11,54.55270448,AprovelCV&T,observed
11,12,59.30307952,AprovelCV&T,observed
11,13,64.09706508,AprovelCV&T,observed
11,14,68.88506265,AprovelCV&T,observed
11,15,73.6191208,AprovelCV&T,observed
11,16,78.28611626,AprovelCV&T,observed
11,17,82.95167163,AprovelCV&T,observed
11,18,87.81480934,AprovelCV&T,observed
11,19,93.27334214,AprovelCV&T,observed
11,20,100,AprovelCV&T,observed
12,1,7.594110805,AprovelCV&T,observed
12,2,12.5950445,AprovelCV&T,observed
12,3,17.37274465,AprovelCV&T,observed
12,4,22.08516548,AprovelCV&T,observed
12,5,26.81320105,AprovelCV&T,observed
12,6,31.58693664,AprovelCV&T,observed
12,7,36.40732764,AprovelCV&T,observed
12,8,41.26330577,AprovelCV&T,observed
12,9,46.14431289,AprovelCV&T,observed
12,10,51.04826209,AprovelCV&T,observed
12,11,55.98492632,AprovelCV&T,observed
12,12,60.97475447,AprovelCV&T,observed
12,13,66.04311482,AprovelCV&T,observed
12,14,71.20996602,AprovelCV&T,observed
12,15,76.4749554,AprovelCV&T,observed
12,16,81.79794484,AprovelCV&T,observed
12,17,87.074964,AprovelCV&T,observed
12,18,92.10959104,AprovelCV&T,observed
12,19,96.57976071,AprovelCV&T,observed
12,20,100,AprovelCV&T,observed
1,1,3.893884067,AprovelOthers,observed
1,2,13.42779475,AprovelOthers,observed
1,3,22.23736876,AprovelOthers,observed
1,4,29.27995751,AprovelOthers,observed
1,5,34.45113468,AprovelOthers,observed
1,6,38.22121325,AprovelOthers,observed
1,7,41.33217761,AprovelOthers,observed
1,8,44.55503055,AprovelOthers,observed
1,9,48.50755541,AprovelOthers,observed
1,10,53.53249317,AprovelOthers,observed
1,11,59.63613452,AprovelOthers,observed
1,12,66.48732705,AprovelOthers,observed
1,13,73.47689736,AprovelOthers,observed
1,14,79.83748822,AprovelOthers,observed
1,15,84.82381076,AprovelOthers,observed
1,16,87.95331166,AprovelOthers,observed
1,17,89.30725532,AprovelOthers,observed
1,18,89.89222114,AprovelOthers,observed
1,19,92.06201569,AprovelOthers,observed
1,20,100,AprovelOthers,observed
2,1,6.867331009,AprovelOthers,observed
2,2,13.89812718,AprovelOthers,observed
2,3,21.99128162,AprovelOthers,observed
2,4,29.86845159,AprovelOthers,observed
2,5,36.85742585,AprovelOthers,observed
2,6,42.73037808,AprovelOthers,observed
2,7,47.56231865,AprovelOthers,observed
2,8,51.60974479,AprovelOthers,observed
2,9,55.20948908,AprovelOthers,observed
2,10,58.69776631,AprovelOthers,observed
2,11,62.34941872,AprovelOthers,observed
2,12,66.33735958,AprovelOthers,observed
2,13,70.71221512,AprovelOthers,observed
2,14,75.40216483,AprovelOthers,observed
2,15,80.23298011,AprovelOthers,observed
2,16,84.96826132,AprovelOthers,observed
2,17,89.3698731,AprovelOthers,observed
2,18,93.27857816,AprovelOthers,observed
2,19,96.71486932,AprovelOthers,observed
2,20,100,AprovelOthers,observed
3,1,11.41717168,AprovelOthers,observed
3,2,15.90349053,AprovelOthers,observed
3,3,19.56585193,AprovelOthers,observed
3,4,23.35452808,AprovelOthers,observed
3,5,27.72636421,AprovelOthers,observed
3,6,32.77174713,AprovelOthers,observed
3,7,38.32902615,AprovelOthers,observed
3,8,44.08638647,AprovelOthers,observed
3,9,49.67117485,AprovelOthers,observed
3,10,54.7266778,AprovelOthers,observed
3,11,58.97635207,AprovelOthers,observed
3,12,62.27550759,AprovelOthers,observed
3,13,64.65044277,AprovelOthers,observed
3,14,66.32503223,AprovelOthers,observed
3,15,67.73476691,AprovelOthers,observed
3,16,69.52824656,AprovelOthers,observed
3,17,72.55612464,AprovelOthers,observed
3,18,77.84750565,AprovelOthers,observed
3,19,86.57379478,AprovelOthers,observed
3,20,100,AprovelOthers,observed
4,1,6.394127165,AprovelOthers,observed
4,2,12.05422891,AprovelOthers,observed
4,3,14.26081922,AprovelOthers,observed
4,4,16.02501528,AprovelOthers,observed
4,5,18.93547464,AprovelOthers,observed
4,6,23.55241842,AprovelOthers,observed
4,7,29.74970828,AprovelOthers,observed
4,8,37.004977,AprovelOthers,observed
4,9,44.63781291,AprovelOthers,observed
4,10,51.99599794,AprovelOthers,observed
4,11,58.58979939,AprovelOthers,observed
4,12,64.17431553,AprovelOthers,observed
4,13,68.77987475,AprovelOthers,observed
4,14,72.6904886,AprovelOthers,observed
4,15,76.37035837,AprovelOthers,observed
4,16,80.33843559,AprovelOthers,observed
4,17,84.99103606,AprovelOthers,observed
4,18,90.37250771,AprovelOthers,observed
4,19,95.89395217,AprovelOthers,observed
4,20,100,AprovelOthers,observed
5,1,8.636436349,AprovelOthers,observed
5,2,15.07989196,AprovelOthers,observed
5,3,20.37902052,AprovelOthers,observed
5,4,25.48589601,AprovelOthers,observed
5,5,30.848656,AprovelOthers,observed
5,6,36.57234955,AprovelOthers,observed
5,7,42.55490577,AprovelOthers,observed
5,8,48.59822318,AprovelOthers,observed
5,9,54.49437996,AprovelOthers,observed
5,10,60.08696481,AprovelOthers,observed
5,11,65.30752872,AprovelOthers,observed
5,12,70.18715751,AprovelOthers,observed
5,13,74.84316509,AprovelOthers,observed
5,14,79.44090753,AprovelOthers,observed
5,15,84.13071798,AprovelOthers,observed
5,16,88.95996226,AprovelOthers,observed
5,17,93.7602153,AprovelOthers,observed
5,18,98.00955837,AprovelOthers,observed
5,19,100.669997,AprovelOthers,observed
5,20,100,AprovelOthers,observed
6,1,7.269203041,AprovelOthers,observed
6,2,8.957640364,AprovelOthers,observed
6,3,15.58479018,AprovelOthers,observed
6,4,24.27889794,AprovelOthers,observed
6,5,33.33196003,AprovelOthers,observed
6,6,41.87941854,AprovelOthers,observed
6,7,49.62455118,AprovelOthers,observed
6,8,56.6075566,AprovelOthers,observed
6,9,63.01933486,AprovelOthers,observed
6,10,69.05996323,AprovelOthers,observed
6,11,74.84186722,AprovelOthers,observed
6,12,80.33768687,AprovelOthers,observed
6,13,85.37283837,AprovelOthers,observed
6,14,89.66277081,AprovelOthers,observed
6,15,92.89491836,AprovelOthers,observed
6,16,94.85534755,AprovelOthers,observed
6,17,95.60009997,AprovelOthers,observed
6,18,95.67123009,AprovelOthers,observed
6,19,96.35753843,AprovelOthers,observed
6,20,100,AprovelOthers,observed
7,1,6.123769232,AprovelOthers,observed
7,2,11.23934185,AprovelOthers,observed
7,3,16.76175683,AprovelOthers,observed
7,4,21.81943878,AprovelOthers,observed
7,5,26.05986662,AprovelOthers,observed
7,6,29.47952665,AprovelOthers,observed
7,7,32.28103347,AprovelOthers,observed
7,8,34.75741874,AprovelOthers,observed
7,9,37.20358778,AprovelOthers,observed
7,10,39.85494404,AprovelOthers,observed
7,11,42.85318143,AprovelOthers,observed
7,12,46.23924446,AprovelOthers,observed
7,13,49.97345629,AprovelOthers,observed
7,14,53.98281454,AprovelOthers,observed
7,15,58.2354551,AprovelOthers,observed
7,16,62.8422836,AprovelOthers,observed
7,17,68.1857749,AprovelOthers,observed
7,18,75.07594035,AprovelOthers,observed
7,19,84.93346287,AprovelOthers,observed
7,20,100,AprovelOthers,observed
8,1,5.465842297,AprovelOthers,observed
8,2,7.046246654,AprovelOthers,observed
8,3,14.42506391,AprovelOthers,observed
8,4,23.66294209,AprovelOthers,observed
8,5,32.50330005,AprovelOthers,observed
8,6,39.91974302,AprovelOthers,observed
8,7,45.72357116,AprovelOthers,observed
8,8,50.23138101,AprovelOthers,observed
8,9,53.99275997,AprovelOthers,observed
8,10,57.5780736,AprovelOthers,observed
8,11,61.42634605,AprovelOthers,observed
8,12,65.75323323,AprovelOthers,observed
8,13,70.51908909,AprovelOthers,observed
8,14,75.45712478,AprovelOthers,observed
8,15,80.16166078,AprovelOthers,observed
8,16,84.23647192,AprovelOthers,observed
8,17,87.50322548,AprovelOthers,observed
8,18,90.27001205,AprovelOthers,observed
8,19,93.65996955,AprovelOthers,observed
8,20,100,AprovelOthers,observed
9,1,4.634583132,AprovelOthers,observed
9,2,0.65252645,AprovelOthers,observed
9,3,0.453799459,AprovelOthers,observed
9,4,5.063230282,AprovelOthers,observed
9,5,14.19530916,AprovelOthers,observed
9,6,26.73302482,AprovelOthers,observed
9,7,41.13453433,AprovelOthers,observed
9,8,55.76766634,AprovelOthers,observed
9,9,69.17225778,AprovelOthers,observed
9,10,80.25032401,AprovelOthers,observed
9,11,88.38406237,AprovelOthers,observed
9,12,93.48168918,AprovelOthers,observed
9,13,95.95111021,AprovelOthers,observed
9,14,96.60142455,AprovelOthers,observed
9,15,96.47226188,AprovelOthers,observed
9,16,96.5909533,AprovelOthers,observed
9,17,97.65753543,AprovelOthers,observed
9,18,99.65758809,AprovelOthers,observed
9,19,101.4029054,AprovelOthers,observed
9,20,100,AprovelOthers,observed
10,1,1.463610485,AprovelOthers,observed
10,2,-0.243211668,AprovelOthers,observed
10,3,1.670431876,AprovelOthers,observed
10,4,6.289920251,AprovelOthers,observed
10,5,12.73962261,AprovelOthers,observed
10,6,20.24281692,AprovelOthers,observed
10,7,28.16503324,AprovelOthers,observed
10,8,36.04082147,AprovelOthers,observed
10,9,43.58394361,AprovelOthers,observed
10,10,50.6809904,AprovelOthers,observed
10,11,57.36842258,AprovelOthers,observed
10,12,63.79303646,AprovelOthers,observed
10,13,70.15585412,AprovelOthers,observed
10,14,76.639438,AprovelOthers,observed
10,15,83.31862994,AprovelOthers,observed
10,16,90.05471479,AprovelOthers,observed
10,17,96.37300842,AprovelOthers,observed
10,18,101.3238702,AprovelOthers,observed
10,19,103.3271401,AprovelOthers,observed
10,20,100,AprovelOthers,observed
11,1,6.221865282,AprovelOthers,observed
11,2,16.02219991,AprovelOthers,observed
11,3,23.61584198,AprovelOthers,observed
11,4,30.00149017,AprovelOthers,observed
11,5,35.89488813,AprovelOthers,observed
11,6,41.75605064,AprovelOthers,observed
11,7,47.82007686,AprovelOthers,observed
11,8,54.13155068,AprovelOthers,observed
11,9,60.58252818,AprovelOthers,observed
11,10,66.95411216,AprovelOthers,observed
11,11,72.96161379,AprovelOthers,observed
11,12,78.30330136,AprovelOthers,observed
11,13,82.71273611,AprovelOthers,observed
11,14,86.01469516,AprovelOthers,observed
11,15,88.18468155,AprovelOthers,observed
11,16,89.4120214,AprovelOthers,observed
11,17,90.1665481,AprovelOthers,observed
11,18,91.26887364,AprovelOthers,observed
11,19,93.96424708,AprovelOthers,observed
11,20,100,AprovelOthers,observed
12,1,3.812311618,AprovelOthers,observed
12,2,4.138235182,AprovelOthers,observed
12,3,7.81919665,AprovelOthers,observed
12,4,13.11930004,AprovelOthers,observed
12,5,19.00235221,AprovelOthers,observed
12,6,24.94345971,AprovelOthers,observed
12,7,30.76558034,AprovelOthers,observed
12,8,36.50102938,AprovelOthers,observed
12,9,42.27794048,AprovelOthers,observed
12,10,48.23168126,AprovelOthers,observed
12,11,54.44122351,AprovelOthers,observed
12,12,60.89046817,AprovelOthers,observed
12,13,67.45452489,AprovelOthers,observed
12,14,73.91094633,AprovelOthers,observed
12,15,79.97591712,AprovelOthers,observed
12,16,85.36539747,AprovelOthers,observed
12,17,89.88122146,AprovelOthers,observed
12,18,93.52215008,AprovelOthers,observed
12,19,96.61987881,AprovelOthers,observed
12,20,100,AprovelOthers,observed
1,1,5.545704316,AprovelRetail,observed
1,2,10.66366866,AprovelRetail,observed
1,3,16.10097608,AprovelRetail,observed
1,4,20.86545234,AprovelRetail,observed
1,5,24.69143278,AprovelRetail,observed
1,6,27.77143954,AprovelRetail,observed
1,7,30.53238664,AprovelRetail,observed
1,8,33.45631282,AprovelRetail,observed
1,9,36.94564215,AprovelRetail,observed
1,10,41.23297243,AprovelRetail,observed
1,11,46.33539139,AprovelRetail,observed
1,12,52.05332063,AprovelRetail,observed
1,13,58.01388743,AprovelRetail,observed
1,14,63.75882419,AprovelRetail,observed
1,15,68.87689585,AprovelRetail,observed
1,16,73.18085489,AprovelRetail,observed
1,17,76.9289243,AprovelRetail,observed
1,18,81.09080819,AprovelRetail,observed
1,19,87.65823026,AprovelRetail,observed
1,20,100,AprovelRetail,observed
2,1,5.080455185,AprovelRetail,observed
2,2,7.258028374,AprovelRetail,observed
2,3,11.73642472,AprovelRetail,observed
2,4,17.75389778,AprovelRetail,observed
2,5,24.58434994,AprovelRetail,observed
2,6,31.60115148,AprovelRetail,observed
2,7,38.32319378,AprovelRetail,observed
2,8,44.44317647,AprovelRetail,observed
2,9,49.83812866,AprovelRetail,observed
2,10,54.56216418,AprovelRetail,observed
2,11,58.82147081,AprovelRetail,observed
2,12,62.93153361,AprovelRetail,observed
2,13,67.25659222,AprovelRetail,observed
2,14,72.13133222,AprovelRetail,observed
2,15,77.76481048,AprovelRetail,observed
2,16,84.12661457,AprovelRetail,observed
2,17,90.8152562,AprovelRetail,observed
2,18,96.90879865,AprovelRetail,observed
2,19,100.7977183,AprovelRetail,observed
2,20,100,AprovelRetail,observed
3,1,5.778711687,AprovelRetail,observed
3,2,10.29115292,AprovelRetail,observed
3,3,14.60284213,AprovelRetail,observed
3,4,18.7423189,AprovelRetail,observed
3,5,22.84502438,AprovelRetail,observed
3,6,27.08810734,AprovelRetail,observed
3,7,31.6384575,AprovelRetail,observed
3,8,36.61396611,AprovelRetail,observed
3,9,42.05801405,AprovelRetail,observed
3,10,47.92718706,AprovelRetail,observed
3,11,54.0922184,AprovelRetail,observed
3,12,60.35215887,AprovelRetail,observed
3,13,66.46177405,AprovelRetail,observed
3,14,72.17216898,AprovelRetail,observed
3,15,77.28464012,AprovelRetail,observed
3,16,81.71775461,AprovelRetail,observed
3,17,85.58765694,AprovelRetail,observed
3,18,89.30160288,AprovelRetail,observed
3,19,93.66472073,AprovelRetail,observed
3,20,100,AprovelRetail,observed
4,1,5.425666104,AprovelRetail,observed
4,2,8.21012525,AprovelRetail,observed
4,3,10.8762317,AprovelRetail,observed
4,4,13.81020517,AprovelRetail,observed
4,5,17.21220751,AprovelRetail,observed
4,6,21.13808857,AprovelRetail,observed
4,7,25.53830884,AprovelRetail,observed
4,8,30.29403883,AprovelRetail,observed
4,9,35.25043533,AprovelRetail,observed
4,10,40.24709434,AprovelRetail,observed
4,11,45.14568089,AprovelRetail,observed
4,12,49.85473558,AprovelRetail,observed
4,13,54.35165794,AprovelRetail,observed
4,14,58.70186656,AprovelRetail,observed
4,15,63.07513599,AprovelRetail,observed
4,16,67.75911048,AprovelRetail,observed
4,17,73.16999443,AprovelRetail,observed
4,18,79.86041969,AprovelRetail,observed
4,19,88.52448964,AprovelRetail,observed
4,20,100,AprovelRetail,observed
5,1,4.259860042,AprovelRetail,observed
5,2,9.371576095,AprovelRetail,observed
5,3,14.30098046,AprovelRetail,observed
5,4,18.57920372,AprovelRetail,observed
5,5,22.14261625,AprovelRetail,observed
5,6,25.1962252,AprovelRetail,observed
5,7,28.09556756,AprovelRetail,observed
5,8,31.24709951,AprovelRetail,observed
5,9,35.02708181,AprovelRetail,observed
5,10,39.71896149,AprovelRetail,observed
5,11,45.46924963,AprovelRetail,observed
5,12,52.26189533,AprovelRetail,observed
5,13,59.91115589,AprovelRetail,observed
5,14,68.07296311,AprovelRetail,observed
5,15,76.27478578,AprovelRetail,observed
5,16,83.96398837,AprovelRetail,observed
5,17,90.57468588,AprovelRetail,observed
5,18,95.61309482,AprovelRetail,observed
5,19,98.76138042,AprovelRetail,observed
5,20,100,AprovelRetail,observed
6,1,11.3696328,AprovelRetail,observed
6,2,19.71632984,AprovelRetail,observed
6,3,25.85799251,AprovelRetail,observed
6,4,31.15814557,AprovelRetail,observed
6,5,36.34313253,AprovelRetail,observed
6,6,41.69166447,AprovelRetail,observed
6,7,47.19678114,AprovelRetail,observed
6,8,52.70022427,AprovelRetail,observed
6,9,57.99922315,AprovelRetail,observed
6,10,62.92569251,AprovelRetail,observed
6,11,67.3978426,AprovelRetail,observed
6,12,71.44420152,AprovelRetail,observed
6,13,75.20004987,AprovelRetail,observed
6,14,78.8762676,AprovelRetail,observed
6,15,82.70059315,AprovelRetail,observed
6,16,86.8312948,AprovelRetail,observed
6,17,91.24325434,AprovelRetail,observed
6,18,95.58646293,AprovelRetail,observed
6,19,99.01692927,AprovelRetail,observed
6,20,100,AprovelRetail,observed
7,1,4.536873496,AprovelRetail,observed
7,2,8.527714194,AprovelRetail,observed
7,3,13.09952703,AprovelRetail,observed
7,4,17.94121156,AprovelRetail,observed
7,5,22.86655831,AprovelRetail,observed
7,6,27.78430596,AprovelRetail,observed
7,7,32.67136242,AprovelRetail,observed
7,8,37.54918997,AprovelRetail,observed
7,9,42.46335433,AprovelRetail,observed
7,10,47.46623784,AprovelRetail,observed
7,11,52.60291648,AprovelRetail,observed
7,12,57.90020098,AprovelRetail,observed
7,13,63.35884192,AprovelRetail,observed
7,14,68.94889878,AprovelRetail,observed
7,15,74.60827304,AprovelRetail,observed
7,16,80.2444052,AprovelRetail,observed
7,17,85.73913585,AprovelRetail,observed
7,18,90.95673072,AprovelRetail,observed
7,19,95.75506973,AprovelRetail,observed
7,20,100,AprovelRetail,observed
8,1,8.76295835,AprovelRetail,observed
8,2,14.66336355,AprovelRetail,observed
8,3,19.96994708,AprovelRetail,observed
8,4,25.20324854,AprovelRetail,observed
8,5,30.6198957,AprovelRetail,observed
8,6,36.27764156,AprovelRetail,observed
8,7,42.09461267,AprovelRetail,observed
8,8,47.90276877,AprovelRetail,observed
8,9,53.49557385,AprovelRetail,observed
8,10,58.66987839,AprovelRetail,observed
8,11,63.26201312,AprovelRetail,observed
8,12,67.17809388,AprovelRetail,observed
8,13,70.41853806,AprovelRetail,observed
8,14,73.09679216,AprovelRetail,observed
8,15,75.45227077,AprovelRetail,observed
8,16,77.85750691,AprovelRetail,observed
8,17,80.81951365,AprovelRetail,observed
8,18,84.97535702,AprovelRetail,observed
8,19,91.08194039,AprovelRetail,observed
8,20,100,AprovelRetail,observed
9,1,11.14088246,AprovelRetail,observed
9,2,23.31930339,AprovelRetail,observed
9,3,28.72920082,AprovelRetail,observed
9,4,31.65351928,AprovelRetail,observed
9,5,34.62773373,AprovelRetail,observed
9,6,38.87996759,AprovelRetail,observed
9,7,44.7165705,AprovelRetail,observed
9,8,51.85315588,AprovelRetail,observed
9,9,59.69109803,AprovelRetail,observed
9,10,67.53948903,AprovelRetail,observed
9,11,74.78255532,AprovelRetail,observed
9,12,80.99253394,AprovelRetail,observed
9,13,85.98800855,AprovelRetail,observed
9,14,89.837705,AprovelRetail,observed
9,15,92.80974677,AprovelRetail,observed
9,16,95.26636998,AprovelRetail,observed
9,17,97.50409815,AprovelRetail,observed
9,18,99.53937666,AprovelRetail,observed
9,19,100.8396669,AprovelRetail,observed
9,20,100,AprovelRetail,observed
10,1,-0.055750901,AprovelRetail,observed
